name,uce_site,aln_site,entropy_wd_start,entropy_wd_stop,gc_wd_start,gc_wd_stop,multi_wd_start,multi_wd_stop,entropy,gc,multi
chr2_21402,-136,138089,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-135,138090,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-134,138091,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-133,138092,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-132,138093,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-131,138094,132,245,162,285,101,286,0.5435644431995964,70.0,0.0010794582206232139
chr2_21402,-130,138095,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,-129,138096,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,-128,138097,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,-127,138098,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-126,138099,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,-125,138100,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-124,138101,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-123,138102,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-122,138103,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-121,138104,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-120,138105,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-119,138106,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,-118,138107,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-117,138108,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,-116,138109,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,-115,138110,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-114,138111,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-113,138112,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-112,138113,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-111,138114,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-110,138115,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,-109,138116,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-108,138117,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-107,138118,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-106,138119,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-105,138120,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-104,138121,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-103,138122,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-102,138123,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-101,138124,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-100,138125,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-99,138126,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-98,138127,132,245,162,285,101,286,0.7219280948873623,20.0,0.00015430290061180403
chr2_21402,-97,138128,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-96,138129,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,-95,138130,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-94,138131,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-93,138132,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,-92,138133,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,-91,138134,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-90,138135,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-89,138136,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-88,138137,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-87,138138,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,-86,138139,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-85,138140,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-84,138141,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,-83,138142,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-82,138143,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,-81,138144,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-80,138145,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,-79,138146,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-78,138147,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-77,138148,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,-76,138149,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-75,138150,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,-74,138151,132,245,162,285,101,286,0.7219280948873623,80.0,3.62334118534605e-06
chr2_21402,-73,138152,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-72,138153,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-71,138154,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-70,138155,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-69,138156,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-68,138157,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-67,138158,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-66,138159,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,-65,138160,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,-64,138161,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-63,138162,132,245,162,285,101,286,1.360964047443681,60.0,0.0003560098989724313
chr2_21402,-62,138163,132,245,162,285,101,286,0.8812908992306927,30.0,0.0002803466912718648
chr2_21402,-61,138164,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,-60,138165,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-59,138166,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,-58,138167,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-57,138168,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-56,138169,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-55,138170,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-54,138171,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-53,138172,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,-52,138173,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-51,138174,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-50,138175,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-49,138176,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-48,138177,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,-47,138178,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-46,138179,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-45,138180,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-44,138181,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-43,138182,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,-42,138183,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-41,138184,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-40,138185,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,-39,138186,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-38,138187,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-37,138188,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-36,138189,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-35,138190,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,-34,138191,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-33,138192,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-32,138193,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-31,138194,132,245,162,285,101,286,-0.0,90.0,1.3979328689710784e-06
chr2_21402,-30,138195,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,-29,138196,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,-28,138197,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,-27,138198,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-26,138199,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-25,138200,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-24,138201,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-23,138202,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,-22,138203,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-21,138204,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-20,138205,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,-19,138206,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-18,138207,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-17,138208,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-16,138209,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,-15,138210,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-14,138211,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-13,138212,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-12,138213,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-11,138214,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,-10,138215,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-9,138216,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,-8,138217,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-7,138218,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-6,138219,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-5,138220,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,-4,138221,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,-3,138222,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,-2,138223,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,-1,138224,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,0,138225,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,1,138226,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,2,138227,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,3,138228,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,4,138229,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,5,138230,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,6,138231,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,7,138232,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,8,138233,132,245,162,285,101,286,0.4689955935892812,90.0,4.450768725096791e-07
chr2_21402,9,138234,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,10,138235,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,11,138236,132,245,162,285,101,286,0.4689955935892812,100.0,2.316940898035273e-07
chr2_21402,12,138237,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,13,138238,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,14,138239,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,15,138240,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,16,138241,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,17,138242,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,18,138243,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,19,138244,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,20,138245,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,21,138246,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,22,138247,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,23,138248,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,24,138249,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,25,138250,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,26,138251,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,27,138252,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,28,138253,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,29,138254,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,30,138255,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,31,138256,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,32,138257,132,245,162,285,101,286,-0.0,100.0,2.3057298936899412e-08
chr2_21402,33,138258,132,245,162,285,101,286,0.4689955935892812,90.0,4.3087626700559186e-07
chr2_21402,34,138259,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,35,138260,132,245,162,285,101,286,0.7219280948873623,20.0,0.00020195135643434942
chr2_21402,36,138261,132,245,162,285,101,286,0.4689955935892812,10.0,8.579220049815723e-05
chr2_21402,37,138262,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,38,138263,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,39,138264,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,40,138265,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,41,138266,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,42,138267,132,245,162,285,101,286,-0.0,0.0,1.197429250644885e-05
chr2_21402,43,138268,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,44,138269,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,45,138270,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,46,138271,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,47,138272,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,48,138273,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,49,138274,132,245,162,285,101,286,0.4689955935892812,10.0,6.43890837293867e-05
chr2_21402,50,138275,132,245,162,285,101,286,-0.0,100.0,2.4203249895617667e-08
chr2_21402,51,138276,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,52,138277,132,245,162,285,101,286,0.7219280948873623,0.0,0.000574946302001719
chr2_21402,53,138278,132,245,162,285,101,286,0.7219280948873623,80.0,4.0190771466788606e-06
chr2_21402,54,138279,132,245,162,285,101,286,0.4689955935892812,90.0,4.3087626700559186e-07
chr2_21402,55,138280,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,56,138281,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,57,138282,132,245,162,285,101,286,0.4689955935892812,90.0,4.64936622994849e-07
chr2_21402,58,138283,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,59,138284,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,60,138285,132,245,162,285,101,286,0.4689955935892812,10.0,8.620934247788894e-05
chr2_21402,61,138286,132,245,162,285,101,286,0.4689955935892812,90.0,4.3087626700559186e-07
chr2_21402,62,138287,132,245,162,285,101,286,0.9219280948873623,20.0,0.0004019483449032051
chr2_21402,63,138288,132,245,162,285,101,286,1.4854752972273344,30.0,0.005517595022025538
chr2_21402,64,138289,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,65,138290,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,66,138291,132,245,162,285,101,286,-0.0,0.0,1.656053659534931e-05
chr2_21402,67,138292,132,245,162,285,101,286,0.4689955935892812,90.0,4.64936622994849e-07
chr2_21402,68,138293,132,245,162,285,101,286,0.5032583347756457,90.0,1.2102542658473065e-05
chr2_21402,69,138294,132,245,162,285,101,286,-0.0,0.0,0.0004979284764730972
chr2_21402,70,138295,132,245,162,285,101,286,0.5032583347756457,90.0,1.2102542658473065e-05
chr2_21402,71,138296,132,245,162,285,101,286,-0.0,0.0,0.0004979284764730972
chr2_21402,72,138297,132,245,162,285,101,286,0.5032583347756457,10.0,0.0017911140586413948
chr2_21402,73,138298,132,245,162,285,101,286,0.7642045065086203,20.0,0.004857684684409103
chr2_21402,74,138299,132,245,162,285,101,286,0.5032583347756457,10.0,0.0017911140586413948
chr2_21402,75,138300,132,245,162,285,101,286,0.5032583347756457,80.0,2.416845552016289e-05
chr2_21402,76,138301,132,245,162,285,101,286,0.5032583347756457,80.0,2.2506825298741037e-05
chr2_21402,77,138302,132,245,162,285,101,286,0.5032583347756457,10.0,0.0023215758437070606
chr2_21402,78,138303,132,245,162,285,101,286,-0.0,0.0,0.00037189888521763515
chr2_21402,79,138304,132,245,162,285,101,286,-0.0,0.0,0.00037189888521763515
chr2_21402,80,138305,132,245,162,285,101,286,-0.0,90.0,1.3979328689710784e-06
chr2_21402,81,138306,132,245,162,285,101,286,0.5032583347756457,90.0,1.2102542658473065e-05
chr2_21402,82,138307,132,245,162,285,101,286,-0.0,90.0,1.3382202186877925e-06
chr2_21402,83,138308,132,245,162,285,101,286,-0.0,90.0,1.3382202186877925e-06
chr2_21402,84,138309,132,245,162,285,101,286,-0.0,0.0,0.00037189888521763515
chr2_21402,85,138310,132,245,162,285,101,286,0.9182958340544896,30.0,0.0047870915462845404
chr2_21402,86,138311,132,245,162,285,101,286,-0.0,90.0,1.3382202186877925e-06
chr2_21402,87,138312,132,245,162,285,101,286,0.8112781244591328,20.0,0.10223978336195044
chr2_21402,88,138313,132,245,162,285,101,286,0.9182958340544896,60.0,0.0007335661841030978
chr2_21402,89,138314,132,245,162,285,101,286,1.3516441151533922,30.0,0.03427321383152377
chr2_21402,90,138315,132,245,162,285,101,286,0.7642045065086203,20.0,0.003833885079555042
chr2_21402,91,138316,132,245,162,285,101,286,0.5032583347756457,80.0,2.416845552016289e-05
chr2_21402,92,138317,132,245,162,285,101,286,-0.0,0.0,0.00037189888521763515
chr2_21402,93,138318,132,245,162,285,101,286,-0.0,90.0,1.3979328689710784e-06
chr2_21402,94,138319,132,245,162,285,101,286,-0.0,0.0,0.0004979284764730972
chr2_21402,95,138320,132,245,162,285,101,286,0.5032583347756457,10.0,0.0017998228790237678
chr2_21402,96,138321,132,245,162,285,101,286,-0.0,0.0,0.00037189888521763515
chr2_21402,97,138322,132,245,162,285,101,286,-0.0,0.0,0.00037189888521763515
chr2_21402,98,138323,132,245,162,285,101,286,-0.0,0.0,0.0004979284764730972
chr2_21402,99,138324,132,245,162,285,101,286,-0.0,0.0,0.00037189888521763515
chr2_21402,100,138325,132,245,162,285,101,286,0.5032583347756457,80.0,2.416845552016289e-05
chr2_21402,101,138326,132,245,162,285,101,286,1.224394445405986,30.0,0.014501269989874496
chr2_21402,102,138327,132,245,162,285,101,286,0.7642045065086203,70.0,0.00018570729370654193
chr2_21402,103,138328,132,245,162,285,101,286,0.5032583347756457,10.0,0.0017911140586413948
chr2_21402,104,138329,132,245,162,285,101,286,0.5032583347756457,10.0,0.0017911140586413948
chr2_21402,105,138330,132,245,162,285,101,286,0.5032583347756457,10.0,0.0017911140586413948
chr2_21402,106,138331,132,245,162,285,101,286,-0.0,90.0,1.3382202186877925e-06
chr2_21402,107,138332,132,245,162,285,101,286,1.4355205042826666,20.0,0.09468270491836601
chr2_21402,108,138333,132,245,162,285,101,286,0.5032583347756457,80.0,2.324859404232487e-05
chr2_21402,109,138334,132,245,162,285,101,286,1.5304930567574826,40.0,0.040999990585205225
chr2_21402,110,138335,132,245,162,285,101,286,0.7642045065086203,20.0,0.004857684684409103
chr2_21402,111,138336,132,245,162,285,101,286,0.7642045065086203,20.0,0.003833885079555042
chr2_21402,112,138337,132,245,162,285,101,286,1.224394445405986,80.0,0.0006363342835107123
