name,start,stop
uce6966,231,776
uce6866,173,662
uce7849,174,293
uce2578,247,480
uce3072,505,569
uce3336,99,426
uce3743,577,751
uce7452,454,513
uce6344,42,454
uce4349,152,508
uce4626,107,178
uce6782,124,183
uce3821,244,625
uce6372,46,285
uce3946,175,500
uce5700,464,533
uce6579,88,547
uce7807,571,669
uce3,43,220
uce2895,121,451
uce4993,676,753
uce2328,32,348
uce3105,157,404
uce215,216,271
uce7465,97,164
uce3584,108,649
uce703,184,266
uce1561,152,524
uce3687,512,628
uce2274,230,559
uce5286,301,756
uce1368,39,638
uce6910,139,200
uce2646,26,114
uce2896,387,621
uce3798,161,778
uce6568,117,562
uce4195,117,477
uce671,474,866
uce2960,108,463
uce338,325,725
uce5477,299,532
uce5391,93,625
uce1965,52,460
uce8030,55,596
uce1052,38,296
uce5077,469,526
uce2378,96,297
uce1008,123,249
uce1929,126,535
uce2335,49,502
uce616,45,247
uce422,384,711
uce937,79,309
uce6401,46,379
uce6983,571,683
uce7763,461,715
uce4593,170,552
uce7958,37,601
uce5805,649,719
uce2235,159,483
uce318,46,193
uce7684,145,504
uce6586,214,545
uce7520,493,544
uce4585,95,239
uce85,40,172
uce1202,149,695
uce1419,99,192
uce6248,105,218
uce2733,99,581
uce5679,157,796
uce3392,121,204
uce6282,41,224
uce7515,146,647
uce6528,267,499
uce5412,82,166
uce6482,422,515
uce7764,298,561
uce255,275,828
uce816,25,75
uce1333,597,731
uce5759,126,587
uce2647,92,233
uce1703,567,643
uce902,25,528
uce298,80,169
uce25,93,464
uce663,84,626
uce2122,594,648
uce3696,187,629
uce805,62,187
uce662,128,181
uce6569,329,605
uce7583,162,484
uce6636,237,396
uce3159,126,721
uce449,279,701
uce3198,556,762
uce249,225,284
uce6245,640,834
uce1526,73,176
uce6105,67,422
uce246,179,282
uce285,128,363
uce2283,28,491
uce1976,172,452
uce4531,72,238
uce334,91,184
uce3861,218,652
uce417,583,634
uce7994,60,253
uce7399,25,155
uce2612,257,571
uce7876,207,472
uce5166,203,557
uce5037,150,426
uce574,34,84
uce3884,243,436
uce1863,201,277
