name,start,stop
uce_7701,216,266
uce_4721,55,315
uce_4051,134,185
uce_7419,221,383
uce_6946,50,106
uce_6944,185,263
uce_7417,56,366
uce_1660,286,346
uce_4610,364,449
uce_2860,79,144
uce_1719,97,422
uce_7563,52,182
uce_6047,53,427
uce_3242,122,284
uce_3244,61,147
uce_1804,246,440
uce_1802,141,193
uce_1800,84,177
uce_1809,218,327
uce_2442,179,237
uce_2447,79,224
uce_2444,105,165
uce_2445,170,259
uce_381,65,258
uce_831,382,436
uce_7399,75,373
uce_385,112,268
uce_388,121,186
uce_7392,123,233
uce_1933,98,220
uce_1932,67,124
uce_3658,197,255
uce_2703,93,336
uce_3650,261,320
uce_3651,116,341
uce_3099,172,245
uce_3093,173,225
uce_5834,69,122
uce_3097,52,333
uce_7081,80,136
uce_7083,291,458
uce_7082,94,230
uce_1736,101,156
uce_6284,66,241
uce_6282,74,184
uce_1062,52,111
uce_6997,166,298
uce_2671,173,270
uce_2674,50,109
uce_6570,52,179
uce_6571,153,227
uce_6576,75,194
uce_6992,59,167
uce_7882,56,322
uce_6371,52,160
uce_6372,56,218
uce_6373,81,174
uce_6379,120,190
uce_6598,72,160
uce_1499,74,407
uce_5719,92,142
uce_5713,103,153
uce_6117,110,163
uce_7979,396,454
uce_7975,152,316
uce_3479,83,250
uce_5136,211,261
uce_7627,106,158
uce_7623,236,335
uce_6627,134,257
uce_7628,171,254
uce_6620,283,333
uce_1480,51,169
uce_4849,94,144
uce_1484,73,280
uce_4844,302,383
uce_4840,72,230
uce_4842,64,116
uce_4843,327,382
uce_2294,194,406
uce_4535,292,346
uce_4532,204,285
uce_5,282,333
uce_4540,106,206
uce_6752,72,165
uce_5008,103,269
uce_6756,52,126
uce_6754,107,388
uce_5228,64,172
uce_5221,102,227
uce_5224,64,116
uce_649,108,167
uce_4446,57,108
uce_4999,101,153
uce_4993,109,340
uce_5401,97,310
uce_4264,211,264
uce_6974,183,233
uce_6975,168,353
uce_7408,208,284
uce_6970,289,388
uce_6233,51,200
uce_3893,122,176
uce_4666,50,191
uce_3897,87,295
uce_3894,50,185
uce_3879,159,221
uce_2870,218,301
uce_2874,226,276
uce_2879,62,298
uce_3874,382,432
uce_1723,228,285
uce_7576,203,253
uce_4069,79,199
uce_8016,190,240
uce_4061,240,351
uce_3264,128,199
uce_1832,84,317
uce_1836,136,219
uce_738,65,203
uce_7946,77,245
uce_7215,369,419
uce_7163,241,348
uce_7164,134,188
uce_2455,61,117
uce_7168,153,410
uce_2450,71,200
uce_2453,191,328
uce_7362,232,346
uce_1906,51,209
uce_1904,73,188
uce_601,124,180
uce_352,88,139
uce_603,221,309
uce_608,50,235
uce_3648,170,436
uce_3646,185,252
uce_3089,275,327
uce_5827,124,180
uce_3084,161,220
uce_288,221,318
uce_285,53,255
uce_6296,319,397
uce_6290,383,495
uce_1012,163,228
uce_511,69,320
uce_513,104,224
uce_517,253,323
uce_5925,105,165
uce_2600,59,157
uce_6569,156,243
uce_6568,103,153
uce_6363,218,407
uce_6360,66,120
uce_6588,149,221
uce_1120,164,422
uce_1126,50,255
uce_1128,65,210
uce_2112,208,260
uce_5721,224,278
uce_2114,52,287
uce_5966,434,520
uce_2116,50,249
uce_2119,57,390
uce_6107,225,275
uce_6106,58,110
uce_7982,125,189
uce_7984,138,188
uce_6102,58,119
uce_6101,71,121
uce_6100,99,373
uce_6635,63,121
uce_2938,90,162
uce_4856,117,171
uce_4853,188,244
uce_4851,54,359
uce_5586,117,207
uce_5584,192,283
uce_1230,130,180
uce_1231,84,219
uce_1232,213,273
uce_2812,114,240
uce_1239,50,103
uce_5589,64,255
uce_6748,115,258
uce_2023,66,125
uce_3512,118,214
uce_6746,270,354
uce_2028,103,207
uce_6035,75,142
uce_8036,289,388
uce_8031,73,174
uce_8030,211,263
uce_5218,243,320
uce_7764,424,492
uce_5215,322,538
uce_7761,134,448
uce_5210,268,341
uce_7763,230,286
uce_4295,51,102
uce_1349,66,361
uce_4293,116,423
uce_1342,88,145
uce_1344,88,264
uce_1345,50,142
uce_4981,206,383
uce_5459,145,232
uce_4982,172,228
uce_4986,106,156
uce_5450,272,425
uce_5451,57,136
uce_5100,55,275
uce_5101,62,118
uce_2335,56,311
uce_6964,208,282
uce_1644,86,260
uce_1649,66,124
uce_4180,231,290
uce_4183,74,405
uce_4184,57,286
uce_4674,161,222
uce_4673,225,327
uce_3882,408,461
uce_7415,138,209
uce_4678,124,357
uce_7790,129,227
uce_2842,51,286
uce_2840,263,374
uce_3863,278,372
uce_3862,57,359
uce_3860,123,243
uce_2849,338,444
uce_7504,213,295
uce_4078,253,333
uce_4077,132,312
uce_4076,191,321
uce_2598,138,265
uce_2594,65,293
uce_2591,221,278
uce_2593,210,284
uce_7218,51,285
uce_7219,249,349
uce_3263,95,199
uce_3262,245,311
uce_1828,181,306
uce_7210,69,136
uce_7211,223,357
uce_1820,156,338
uce_1823,145,472
uce_95,102,177
uce_97,71,198
uce_7173,72,122
uce_2936,140,284
uce_2933,208,314
uce_7372,63,113
uce_7370,55,318
uce_3178,60,352
uce_7379,335,449
uce_1910,495,552
uce_1915,335,438
uce_1914,121,238
uce_1917,67,202
uce_345,50,104
uce_616,304,355
uce_614,103,267
uce_618,67,189
uce_5042,308,363
uce_3670,386,440
uce_3671,67,438
uce_3676,120,196
uce_3071,105,206
uce_5857,139,393
uce_3077,108,180
uce_3078,122,384
uce_29,196,305
uce_726,128,253
uce_724,147,220
uce_5689,59,312
uce_729,171,221
uce_1005,146,398
uce_1004,169,338
uce_1003,99,401
uce_5937,86,147
uce_2616,202,308
uce_2614,288,345
uce_502,111,229
uce_2611,202,422
uce_3548,59,499
uce_3186,254,377
uce_6355,128,340
uce_3188,50,262
uce_1131,184,235
uce_1135,62,114
uce_1138,342,393
uce_6138,72,462
uce_2104,50,100
uce_3451,66,209
uce_6136,81,150
uce_6137,172,491
uce_3698,51,314
uce_7997,77,194
uce_7996,111,243
uce_7999,82,361
uce_6641,71,125
uce_6642,53,145
uce_6648,75,228
uce_6649,69,152
uce_4863,116,370
uce_4866,51,101
uce_5590,439,494
uce_5597,174,227
uce_5596,95,147
uce_5028,184,252
uce_1225,58,299
uce_1224,96,156
uce_4515,77,291
uce_5021,174,284
uce_4519,51,120
uce_5024,151,408
uce_5026,171,233
uce_3528,82,284
uce_6009,91,378
uce_3520,81,136
uce_5200,98,356
uce_5205,54,297
uce_7774,113,222
uce_1357,164,516
uce_1354,161,213
uce_4465,163,277
uce_5119,117,369
uce_2321,356,441
uce_5111,339,393
uce_5110,77,138
uce_5445,64,256
uce_4249,306,447
uce_4648,63,172
uce_4640,137,253
uce_4644,56,123
uce_2262,232,428
uce_4885,245,300
uce_4887,71,238
uce_2851,126,351
uce_2857,184,339
uce_1749,82,218
uce_6826,52,127
uce_3859,339,482
uce_1745,252,309
uce_1747,197,431
uce_1742,66,118
uce_1743,180,244
uce_1588,201,696
uce_5934,90,177
uce_7511,101,286
uce_7510,101,251
uce_2613,64,477
uce_4082,220,340
uce_3987,193,312
uce_3982,118,435
uce_2586,73,218
uce_999,257,326
uce_990,169,349
uce_7209,94,571
uce_7207,271,321
uce_1698,119,257
uce_4224,153,250
uce_191,141,191
uce_2920,51,256
uce_1702,93,195
uce_2925,53,263
uce_7342,59,345
uce_3320,60,126
uce_3322,56,170
uce_3323,84,302
uce_1963,91,141
uce_371,190,398
uce_370,73,133
uce_372,61,138
uce_3664,60,110
uce_3660,104,178
uce_3669,54,451
uce_3668,85,346
uce_5845,182,278
uce_3060,116,348
uce_3067,292,382
uce_3065,80,245
uce_1514,155,212
uce_7197,61,161
uce_3069,115,206
uce_752,274,376
uce_971,79,350
uce_759,219,367
uce_978,163,217
uce_1034,184,329
uce_7727,214,342
uce_5902,119,171
uce_5905,110,237
uce_576,63,172
uce_44,331,391
uce_6347,197,560
uce_3196,238,318
uce_3199,71,144
uce_3198,84,251
uce_5936,87,362
uce_7831,160,218
uce_7832,142,204
uce_7836,145,196
uce_1107,55,390
uce_401,56,150
uce_7539,140,218
uce_408,298,349
uce_2136,52,103
uce_3448,65,250
uce_6125,97,199
uce_3689,88,149
uce_5292,53,251
uce_3687,57,138
uce_6654,153,250
uce_6659,96,270
uce_4871,73,347
uce_1216,270,331
uce_2008,233,285
uce_5050,192,289
uce_2004,115,415
uce_6011,134,379
uce_3530,179,421
uce_5699,159,259
uce_3535,138,192
uce_6014,153,401
uce_6019,179,239
uce_5693,253,307
uce_5690,70,129
uce_5277,109,412
uce_5273,264,445
uce_5278,96,165
uce_1362,168,276
uce_1363,124,250
uce_4477,50,245
uce_5478,194,272
uce_5479,54,241
uce_2310,96,292
uce_4257,50,125
uce_5300,146,269
uce_6906,91,441
uce_6902,96,160
uce_5889,204,282
uce_7695,211,310
uce_7697,209,302
uce_4659,110,201
uce_4658,77,377
uce_7692,52,103
uce_4654,51,141
uce_3288,200,324
uce_4895,209,313
uce_2820,208,290
uce_2823,159,233
uce_6831,167,355
uce_3845,108,175
uce_7522,93,302
uce_6838,97,178
uce_1752,59,176
uce_1750,50,136
uce_1763,249,314
uce_7011,54,279
uce_4090,113,177
uce_6802,64,127
uce_3995,294,397
uce_3831,89,168
uce_3200,150,204
uce_7237,54,106
uce_1683,141,408
uce_182,98,296
uce_181,236,313
uce_188,152,391
uce_2487,120,392
uce_2485,186,342
uce_2950,136,200
uce_2952,53,124
uce_2953,139,251
uce_7352,97,241
uce_7354,320,393
uce_2488,151,224
uce_2489,230,281
uce_3338,53,112
uce_5598,78,150
uce_3336,181,233
uce_3335,400,461
uce_1976,65,172
uce_1971,286,369
uce_1970,221,292
uce_362,126,218
uce_5878,52,496
uce_5879,216,266
uce_3054,324,378
uce_3050,288,338
uce_740,207,271
uce_1027,116,439
uce_1026,54,199
uce_1021,87,198
uce_5914,145,196
uce_5919,81,214
uce_4147,50,144
uce_55,51,127
uce_6339,55,183
uce_52,166,333
uce_6337,72,148
uce_6333,138,191
uce_1119,189,293
uce_417,427,496
uce_412,114,238
