name,start,stop
uce7157,123,470
uce4416,117,181
uce598,519,669
uce6101,218,609
uce6591,64,385
uce2521,355,458
uce2013,159,771
uce6467,43,341
uce7553,208,584
uce5536,238,430
uce5969,43,521
uce1809,292,573
uce6233,358,644
uce1012,113,769
uce1600,99,498
uce3353,90,646
uce2309,143,196
uce6787,244,585
uce4680,427,649
uce1781,43,864
uce5053,254,457
uce5915,79,633
uce1425,579,798
uce518,141,505
uce6189,577,632
uce396,575,659
uce5699,401,455
uce1357,167,289
uce603,166,504
uce3393,334,471
uce3334,241,554
uce2975,101,482
uce5994,86,427
uce4694,55,310
uce2246,157,546
uce2166,62,681
uce3869,245,452
uce4175,388,440
uce3530,62,270
uce4154,306,515
uce1209,160,652
uce6211,287,368
uce5297,408,628
uce6221,97,259
uce8006,302,361
uce7957,135,256
uce5955,58,651
uce1539,533,603
uce7354,418,682
uce708,378,428
uce919,221,545
uce2387,330,494
uce3991,278,423
uce729,423,473
uce5478,105,466
uce6210,456,725
uce1092,76,460
uce2591,161,403
uce883,215,429
uce2156,341,510
uce999,130,840
uce6342,558,647
uce2527,314,389
uce1573,270,571
uce4456,387,437
uce3609,113,666
uce1814,86,419
uce266,524,663
uce2185,265,564
uce4227,202,613
uce648,407,493
uce2870,437,520
uce4650,161,259
uce6945,219,478
uce326,163,461
uce2004,170,781
uce4690,212,554
uce1412,306,634
uce3448,255,509
uce649,94,453
uce1094,535,593
uce5951,206,470
uce6272,76,130
uce6049,354,591
uce6277,365,625
uce976,89,553
uce2835,26,408
uce4638,229,587
uce3922,144,242
uce7218,170,373
uce3648,356,613
uce4837,266,504
uce2576,112,494
uce760,112,562
uce1964,84,911
uce871,510,630
uce1997,511,561
uce7503,57,418
uce4919,566,676
uce5062,197,717
uce6966,160,678
uce6866,422,483
uce7849,199,592
uce2578,327,396
uce3072,249,317
uce3336,274,416
uce3743,194,359
uce7452,479,529
uce6344,347,464
uce4349,88,475
uce4626,353,521
uce6782,350,524
uce3821,301,566
uce6372,73,291
uce3946,124,192
uce5700,188,468
uce6579,105,481
uce7807,202,302
uce3,402,661
uce2895,86,465
uce4993,345,612
uce2328,111,193
uce3105,194,478
uce215,359,427
uce7465,359,639
uce3584,321,447
uce703,190,240
uce1561,203,686
uce3687,215,318
uce2274,359,452
uce5286,636,706
uce1368,178,654
uce6910,195,677
uce2646,301,353
uce2896,72,531
uce3798,184,621
uce6568,237,538
uce4195,214,426
uce671,95,875
uce2960,83,301
uce338,295,685
uce5477,319,604
uce5391,56,421
uce1965,116,283
uce8030,379,430
uce1052,75,482
uce5077,426,601
uce2378,324,487
uce1008,409,561
uce1929,524,575
uce2335,201,506
uce616,204,750
uce422,418,468
uce937,174,672
uce6401,384,463
uce6983,71,762
uce7763,432,624
uce4593,123,593
uce7958,116,612
uce5805,393,665
uce2235,196,248
uce318,181,592
uce7684,162,212
uce6586,90,289
uce7520,57,425
uce4585,222,453
uce85,344,640
uce1202,412,609
uce1419,298,587
uce6248,165,223
uce2733,283,505
uce5679,414,647
uce3392,169,650
uce6282,40,454
uce7515,83,637
uce6528,581,631
uce5412,29,334
uce6482,50,549
uce7764,55,786
uce255,93,821
uce816,549,615
uce1333,155,462
uce5759,148,245
uce2647,194,614
uce1703,81,272
uce902,147,419
uce298,105,167
uce25,405,480
uce663,116,675
uce2122,116,561
uce3696,221,521
uce805,153,679
uce662,370,553
uce6569,204,404
uce7583,179,531
uce6636,149,207
uce3159,138,260
uce449,209,408
uce3198,306,473
uce249,262,349
uce6245,213,546
uce1526,330,564
uce6105,375,451
uce246,160,216
uce285,144,405
uce2283,91,491
uce1976,191,298
uce4531,216,637
uce334,272,322
uce3861,306,468
uce417,574,641
uce7994,261,484
uce7399,143,359
uce2612,61,260
uce7876,187,742
uce5166,270,460
uce5037,298,510
uce574,233,745
uce3884,384,470
uce1863,25,710
