name,start,stop
chr11_6443,26,166
chr2_27262,165,403
chr7_10160,55,301
chr2_27308,199,261
chr10_4312,146,211
chr7_11485,142,214
chr7_11484,49,101
chr7_6205,133,313
chr11_3556,77,394
chrz_1652,43,133
chr2_24815,214,317
chr7_9558,123,244
chr7_4994,124,483
chr5_11286,49,112
chr20_1380,56,142
chr2_12859,90,267
chr4_8796,73,248
chr2_20477,86,281
chr2_11187,73,339
chr8_8942,29,79
chr19_354,274,324
chr3_764,154,218
chr3_7296,75,126
chr11_1600,97,150
chr6_7950,231,305
chr5_3213,227,362
chr8_9141,57,108
chr2_21320,125,232
chr7_4698,59,116
chr2_6728,135,227
chr10_4790,56,407
chr1_15477,283,335
chr6_3252,218,289
chr6_9789,82,377
chr12_1611,37,113
chr2_11804,298,391
chr1_32247,25,217
chr3_11854,101,362
chr2_433,100,296
chr2_8154,274,349
chrz_7923,94,212
chrz_6778,213,416
chr3_1300,114,294
chr7_4601,165,215
chr1_25682,34,84
chr3_362,215,273
chr7_6308,189,313
chr5_14166,196,247
chr2_23099,171,222
chrz_12021,180,411
chr11_3108,145,204
chrz_10804,87,321
chrz_11272,105,258
chrz_4736,223,342
chr1_34773,91,153
chr3_3180,284,429
chr6_9625,232,340
chrz_6690,64,142
chr2_13070,280,347
chr11_3232,229,289
chr11_3231,50,105
chr2_17003,182,319
chr1_31769,117,410
chr4_7064,70,275
chr1_31767,154,296
chr15_2006,65,165
chr15_2007,112,168
chr2_21782,28,135
chr9_393,128,181
chr3_23724,36,171
chr13_727,173,553
chr1_31094,126,186
chr7_10694,102,519
chr13_720,164,307
chr2_13027,226,341
chr3_17583,39,155
chr6_7254,122,454
chr6_9532,320,511
chr7_1380,180,232
chr8_6259,85,139
chr8_4075,32,286
chr14_726,45,133
chr7_10832,62,347
chr11_3582,84,437
chr11_3428,244,340
chr2_24728,91,311
chrz_11457,91,163
chr11_3422,72,302
chr12_5897,56,398
chr11_3420,132,189
chr18_1589,150,203
chr6_4101,222,307
chr1_14993,345,413
chr7_4941,264,396
chr1_28645,349,400
chr8_1333,145,278
chr11_3345,47,230
chr1_32234,43,304
chr3_5522,48,102
chr5_10047,29,85
chr3_16358,44,193
chrz_11684,25,120
chr11_4808,36,252
chr7_10340,92,247
chrz_1319,83,135
chr4_15987,301,352
chr7_2690,174,229
chr2_24800,116,293
chr2_22128,105,413
chr3_16820,254,316
chr2_22045,109,344
chr5_11304,89,316
chr5_11657,81,165
chr3_6129,196,295
chr5_11307,78,361
chr3_2614,153,204
chrz_60,355,443
chr3_2740,142,405
chr3_6124,55,105
chr1_29841,230,294
chr5_11571,47,221
chr6_8822,100,499
chr3_19948,45,175
chr3_2724,228,430
chr9_6343,212,344
chr3_2726,32,198
chr3_2720,178,257
chr11_1787,28,79
chr12_5828,100,200
chr2_24799,182,400
chr14_715,67,123
chr13_2790,46,182
chr4_7278,265,326
chr7_11446,76,342
chr3_17851,122,367
chrz_11420,112,432
chr26_2177,93,157
chr11_6409,239,306
chr2_26954,97,273
chr23_707,159,414
chr11_3432,96,149
chr2_2147,115,172
chr2_18589,58,332
chr3_14127,73,128
chr7_11479,90,299
chrz_1402,27,127
chr7_4896,57,437
chr18_1424,203,277
chrz_8501,120,221
chr11_3190,194,266
chr2_14247,147,209
chr1_32389,65,399
chr1_32388,123,239
chr6_3291,170,220
chr6_3293,109,164
chr20_5193,130,190
chr3_7394,244,296
chr1_5453,51,181
chr8_5177,142,192
chr2_17608,142,193
chr3_5848,247,298
chr3_5924,28,338
chr4_10574,55,163
chr8_7536,98,212
chr2_6767,295,353
chr9_5246,120,175
chr7_6366,73,267
chr2_8114,160,247
chr3_6220,124,303
chr8_199,71,121
chr1_32363,213,317
chr2_6444,62,159
chr1_32366,133,193
chr3_5470,139,439
chr4_13330,146,390
chrz_3524,25,290
chr2_5499,140,238
chrz_7416,256,315
chr3_5476,69,126
chr7_10298,120,317
chr3_5478,201,281
chr3_5573,96,149
chr19_2728,256,366
chr3_9747,54,198
chr3_21951,144,514
chr3_5577,129,193
chr6_7982,340,398
chr2_12923,89,384
chr2_12926,217,287
chr4_4979,26,270
chr10_4748,332,382
chr4_9320,235,300
chr10_4660,129,229
chr5_14720,324,380
chr8_8832,104,364
chr3_17792,198,363
chr8_1565,167,233
chr2_13034,28,122
chrun_random_11933,203,436
chr2_13032,169,226
chr8_8835,139,224
chr7_10494,51,432
chr7_10497,157,216
chr1_29891,185,275
chr5_10051,107,305
chr2_17517,118,203
chr5_3223,109,445
chr2_21303,59,149
chr1_3963,326,396
chrz_5682,73,152
chr2_21376,82,214
chr1_5301,154,338
chr1_31648,329,461
chr11_3287,121,268
chr7_6190,140,221
chr22_640,239,510
chr5_3386,185,371
chr6_3198,51,238
chr12_4859,337,392
chr8_4403,152,332
chr2_19463,185,252
chr13_2847,242,292
chr7_5167,73,295
chrz_6644,40,124
chr2_11994,29,188
chrz_11901,137,434
chr10_4599,57,310
chrz_6727,54,304
chr7_4747,352,433
chrz_6735,134,196
chr2_23160,66,150
chr3_338,128,310
chr2_23635,130,522
chr6_8786,303,429
chr2_14414,90,171
chr2_15001,85,207
chr2_18144,30,239
chr2_21299,89,144
chr3_3177,177,280
chr2_25851,72,310
chr7_5357,26,346
chr9_3638,189,330
chr4_6508,202,408
chr2_13044,106,204
chr20_1620,228,331
chr9_3633,296,363
chr6_7323,29,122
chrz_4763,25,231
chr13_714,254,326
chr10_5708,45,96
chr13_711,88,248
chr13_710,97,181
chr5_3407,128,324
chr3_18256,150,200
chr2_23521,233,302
chr6_4980,107,213
chr5_14389,173,236
chr1_28710,77,259
chr2_23668,129,495
chrz_7426,112,294
chr5_10254,96,329
chrz_14313,153,479
chr9_6300,103,411
chr5_1813,135,217
chr7_10800,107,166
chr6_5980,151,204
chr3_18421,372,426
chrz_11394,37,172
chr6_5958,107,157
chr11_3414,280,347
chr12_5908,112,228
chr11_3418,66,424
chr11_3419,133,192
chr12_5903,226,309
chr1_15369,69,121
chr2_22605,435,496
chr2_17831,66,214
chr9_5181,85,249
chr12_5923,52,201
chr5_11359,43,120
chr26_2189,196,263
chr11_4777,27,77
chrz_9895,146,294
chr7_1379,57,119
chr2_22017,208,289
chr7_10870,121,350
chr5_11247,110,160
chr5_14756,46,190
chrz_8059,115,165
chr14_3723,72,205
chr4_7559,64,361
chr2_30204,70,138
chr9_6414,217,267
chr5_10239,257,383
chr4_13277,34,93
chr1_5281,134,253
chr2_27317,118,168
chr2_27258,170,224
chr4_18946,65,157
chr6_9747,191,269
chr2_13460,87,143
chr3_5767,145,444
chr11_3489,188,280
chr2_13502,143,204
chr8_4048,58,113
chr8_492,191,481
chr12_5877,120,378
chr3_17806,54,287
chr3_5533,167,237
chr1_28784,193,475
chr12_5970,61,227
chr1_14872,175,267
chr12_5975,33,84
chr1_32429,193,517
chr4_17221,141,352
chr1_29826,37,379
chr4_9240,71,213
chr7_6630,86,162
chr3_5450,333,403
chr8_7440,53,204
chr8_7526,112,409
chr13_3033,176,265
chr3_5819,136,262
chr13_3036,51,137
chr1_20864,41,248
chr8_9158,111,302
chr7_10613,107,161
chr20_2151,203,268
chr17_2965,27,466
chr2_23600,327,417
chr17_2963,247,353
chr2_23595,87,188
chr3_5815,148,217
chr4_13431,97,148
chr9_5218,79,272
chrz_10013,58,397
chr2_16700,111,268
chrz_3328,328,387
chrun_random_3551,77,127
chr2_8145,126,183
chr2_8146,33,185
chr1_2557,199,333
chrz_7833,43,207
chr7_11588,374,424
chr8_141,156,230
chrz_6769,73,316
chr3_5441,288,358
chr11_1999,57,109
chr3_17666,134,325
chr1_25693,116,435
chr8_661,42,96
chr1_28859,102,513
chr2_17644,63,310
chr2_7907,33,85
chr8_659,191,246
chr5_11656,137,535
chr1_14389,258,313
chr4_19912,206,473
chr5_11541,135,207
chrz_467,132,182
chr3_371,144,195
chr3_509,170,226
chr8_6230,34,251
chr2_24807,77,215
chr1_5460,25,259
chr1_22335,52,140
chr1_22334,187,238
chr5_10794,103,313
chr7_4674,138,193
chr5_10797,218,430
chr17_3028,253,304
chr10_4575,187,269
chr2_18677,143,401
chr6_7243,117,168
chr7_10505,318,376
chr24_2232,129,182
chr5_10413,114,226
chr7_10502,102,156
chr4_7551,270,374
chr2_12049,61,412
chr1_5333,93,279
chr9_4928,194,321
chr2_20139,46,102
chr3_15081,111,254
chr1_5338,158,394
chrz_6588,133,377
chr21_1511,45,165
chr10_2828,102,203
chr10_5022,195,252
chr3_576,140,210
chr4_10251,42,114
chrz_6615,33,310
chr2_5512,70,132
chr5_10096,187,475
chr19_346,81,133
chr2_27310,55,310
chr6_9046,79,304
chr1_30390,44,171
chr5_11660,198,269
chr2_24714,194,440
chr1_34775,64,115
chr2_24864,32,307
chr12_5678,200,351
chr3_7263,74,421
chr6_9822,75,251
chr3_24903,31,168
chr6_9762,192,248
chr3_16816,62,226
chr7_10378,112,219
chr1_30414,36,137
chr1_28671,33,383
chr3_5748,206,319
chr1_10281,55,186
chr2_23621,105,387
chr7_10377,204,261
chr6_8584,29,80
chrz_4750,221,314
chr5_1055,157,232
chrz_72,154,233
chr8_310,145,294
chrz_4759,45,390
chr3_7243,382,440
chr4_7006,222,272
chr3_7244,55,319
chr8_3451,239,418
chr2_7963,37,87
chr3_16833,202,322
chr2_22050,32,100
chr5_11648,129,182
chr2_22059,198,321
chr1_15632,307,366
chr2_11743,351,402
chr1_24433,162,215
chr2_11740,194,399
chr11_1410,200,250
chrz_6553,236,313
chrz_8159,174,296
chr3_17802,42,293
chr3_2737,36,301
chr2_7976,108,346
chr3_2735,146,619
chr2_7970,190,324
chr3_2733,211,274
chr7_11573,58,124
chr2_9384,132,264
chr2_26677,183,520
chr6_825,172,345
chr2_23192,335,388
chr18_3214,236,286
chr12_5837,128,367
chr1_26661,131,186
chr18_4493,259,461
chr5_1674,70,295
chr1_37895,112,244
chr1_37896,167,221
chrun_random_9491,226,495
chr5_1771,311,362
chr2_24798,115,397
chr4_1464,53,156
chr5_10846,28,80
chrz_14208,58,367
chr2_23690,420,502
chr1_5483,90,150
chrz_483,210,279
chr12_5938,98,160
chr8_2110,218,275
chr3_9755,119,317
chr2_18664,102,196
chr5_11165,329,381
chr5_11167,142,198
chr5_11168,180,386
chr5_11169,129,287
chr2_17801,121,265
chr1_28786,54,272
chrz_14680,39,109
chr3_5857,85,137
chr3_5854,99,226
chr5_11219,232,351
chr1_32597,357,411
chr1_28805,206,405
chr3_5918,66,302
chr3_21577,76,192
chr9_7170,270,325
chr2_24910,70,392
chr5_11214,113,370
chr5_10201,50,468
chr1_32215,39,89
chr1_32216,175,226
chr6_3116,104,192
chr9_3551,31,255
chr2_23281,262,403
chr7_9143,158,285
chr3_6253,91,174
chr3_9719,262,313
chr26_2766,65,310
chr3_17623,203,383
chr1_25675,353,421
chr3_3016,91,184
chr3_17832,196,247
chr12_6056,81,359
chr7_10269,71,121
chr8_4063,101,271
chr4_17640,126,202
chr13_2779,54,262
chr12_2213,142,193
chr5_11269,349,403
chr6_3324,27,77
chr5_11266,97,305
chr2_24797,53,332
chr10_4758,71,122
chr7_1405,38,166
chr8_8806,179,231
chr22_491,100,152
chr4_17860,31,83
chr7_1402,66,211
chr1_21570,183,316
chr5_15083,45,95
chr4_14147,69,152
chr22_866,29,199
chr17_2957,208,266
chr3_1249,26,355
chr2_8770,84,141
chr6_9738,44,393
chr3_3067,154,290
chr8_4410,175,242
chr2_18608,139,307
chrz_14552,177,227
chr6_3231,294,346
chr13_187,47,152
chr5_3401,143,360
chr21_1554,58,143
chr5_3405,102,424
chr7_6327,143,223
chrz_6659,246,297
chr3_17498,50,113
chr3_17712,171,227
chr1_28770,60,304
chr6_4410,235,316
chr2_27968,329,429
chr1_5277,246,308
chr3_9717,254,310
chr7_10754,137,300
chrz_7476,85,137
chr8_8938,57,219
chr9_3289,110,226
chr5_2978,205,268
chr5_10191,183,252
chr6_9640,95,146
chr6_5852,70,212
chr12_5983,199,287
chr11_3318,202,254
chr1_28639,29,267
chr6_3215,258,372
chr1_7424,26,160
chrz_4747,27,261
chrz_11650,128,292
chrz_532,102,165
chr7_10618,55,192
chr11_3250,44,240
chr4_7251,45,95
chr8_8897,222,272
chrz_11659,217,311
chr1_31743,88,252
chr1_14888,157,230
chr4_5420,230,289
chr7_10430,146,330
chr13_707,99,338
chr2_11525,25,115
chr1_28729,89,403
chr2_7393,53,114
chr3_25156,129,228
chr6_9795,168,527
chr4_8915,30,80
chr8_4125,107,202
chr5_10587,201,403
chr2_7435,28,338
chr3_18306,144,445
chr7_3146,157,261
chr8_5153,99,337
chr8_5150,73,286
chr20_5307,98,154
chr8_1574,81,163
chr2_24734,52,267
chr8_4319,168,258
chrz_14674,109,316
chr8_3325,33,335
chr2_25941,82,146
chr3_21994,165,217
chr1_24802,63,117
chr3_17883,47,97
chr3_21999,97,181
chr4_10540,68,118
chr3_17885,139,189
chr5_11783,242,449
chrz_11477,141,268
chr6_4125,183,241
chr2_24859,47,144
chr2_24886,236,341
chr6_8057,171,260
chr7_4965,118,542
chr5_12037,154,207
chr5_1737,33,351
chr3_17699,44,218
chrz_11479,114,194
chr1_28709,94,144
chr3_3116,82,161
chr5_10633,198,286
chr5_3342,242,293
chr5_11156,123,253
chr2_22616,112,255
chr1_30195,236,286
chr2_18714,140,262
chr1_14956,27,288
chr7_10445,53,561
chr7_10882,63,130
chr2_8651,104,204
chr2_15019,102,154
chr12_5730,240,290
chr4_11164,147,199
chr4_11166,89,338
chr1_5292,63,311
chr2_24825,68,181
chr1_5297,103,270
chr1_8696,291,385
chr14_3754,62,176
chr9_3515,85,149
chr1_32310,142,354
chr6_9464,27,104
chr5_10327,33,179
chr5_1839,58,189
chr9_7138,111,461
chr5_11258,154,208
chr1_28694,106,162
chr1_29941,45,229
chr2_14998,59,220
chr6_4059,40,221
chr8_709,168,296
chr1_32194,213,279
chrz_14460,273,324
chr11_6465,215,267
chr8_707,230,280
chr7_4777,212,284
chr3_13411,36,236
chr4_13362,263,393
chrz_11372,262,331
chr4_7199,37,455
chr3_5520,135,295
chr5_1649,140,193
chr7_2589,300,407
chr1_28747,29,470
chr5_10816,151,217
chr2_12973,119,355
chr3_5529,47,366
chr4_2456,55,111
chr10_5739,139,194
chrz_7936,123,307
chr1_36035,152,204
chr3_9700,43,279
chr11_1757,52,181
chr4_894,226,443
chr1_2746,350,414
chr7_5163,78,161
chr17_2991,61,414
chr7_5166,74,278
chr1_14672,68,243
chr6_10013,248,363
chr2_21308,119,405
chr6_3276,50,412
chr1_5509,256,320
chr4_6701,84,266
chr5_10251,76,393
chr11_4723,131,218
chr5_10252,256,322
chr4_7028,212,269
chr3_11879,177,385
chr7_10489,110,220
chr5_8793,56,110
chr11_2599,27,106
chr9_5220,50,111
chr1_7683,28,84
chr3_6203,56,115
chr7_6244,149,444
chrun_random_5622,62,139
chr19_2703,52,102
chr13_2920,143,229
chr2_6754,155,444
chr3_23229,144,297
chr2_24766,36,276
chr1_22430,159,213
chr4_7281,130,183
chr4_7282,305,447
chr20_5160,186,446
chr1_28846,126,366
chr22_865,134,227
chr7_4728,55,122
chr2_23138,373,454
chr2_9136,78,162
chr2_4311,63,188
chr1_39151,45,131
chr1_5478,33,131
chr1_5479,162,333
chr1_5474,31,84
chr8_7531,29,345
chr2_21402,240,347
chr2_18733,34,229
chr2_12017,134,247
chr2_18665,163,238
chr17_3013,155,222
chr2_17532,122,194
chr2_18662,104,217
chr5_10174,175,288
chr2_8688,63,115
chr2_27825,97,310
chr5_10173,91,176
chr1_5322,71,139
chr2_6794,177,370
chr7_11565,31,338
chr7_11760,40,106
chr2_4395,80,224
chr8_4057,182,257
chr6_3274,146,270
chr8_5056,232,283
chrz_8113,186,236
chr2_24707,106,276
chr6_9772,51,216
chr2_24704,51,171
chr8_451,114,284
chr6_9776,219,370
chr2_24876,332,420
chr2_7180,142,379
chr11_3447,133,185
chr3_5675,179,242
chr9_1152,36,344
chrz_6800,196,270
chr11_1962,160,382
chr5_11334,213,309
chr1_31709,147,230
chr1_14856,58,266
chr5_2518,42,94
chrz_7928,35,101
chr7_10361,48,296
chr7_4715,169,220
chr5_11336,28,275
chrz_4746,46,132
chr2_19349,101,317
chr2_9170,26,94
chrz_10754,45,100
chr6_3086,138,225
chrz_10691,104,247
chr1_32334,126,182
chr7_10409,116,243
chrz_9608,186,250
chr5_12392,82,233
chr7_4746,61,284
chr8_4221,273,335
chr8_3445,48,330
chr3_3107,110,188
chr3_6115,61,444
chr2_21324,230,338
chr6_9601,34,90
chr2_21313,128,202
chr5_14864,251,302
chr5_10985,160,292
chr5_11245,271,323
chr2_18619,129,369
chr2_11732,354,404
chr2_21445,73,166
chr6_7961,281,441
chr4_9731,177,497
chr5_2015,27,320
chr5_2017,146,212
chr2_18572,233,286
chr7_11467,317,374
chr6_9592,60,239
chr5_11797,122,185
chr3_6248,36,152
chr2_24773,167,459
chr6_4403,98,162
chr9_1164,154,376
chr2_24774,172,390
chr6_4409,181,233
chr3_24963,125,298
chr5_11772,316,366
chr1_5468,127,177
chr2_22628,106,380
chr7_6238,136,209
chr5_18035,170,237
chr2_14269,213,272
chr10_5678,128,419
chr2_23687,33,244
chr2_22620,57,167
chr5_1769,35,108
chr7_10316,172,299
chr9_7189,36,134
chr2_17818,75,319
chr7_2784,164,288
chr2_27294,220,270
chr1_14921,100,336
chr2_21373,238,300
chr2_7412,239,296
chr3_491,263,378
chr2_18686,184,236
chr2_12992,87,201
chr1_15412,202,322
chr3_17448,35,303
chr1_24640,278,481
chrz_14576,40,209
chr2_12994,360,428
chr3_7251,165,433
chr5_10216,54,179
chr5_11206,33,273
chrz_6578,41,231
chr3_16786,71,331
chr13_696,109,342
chrz_3271,36,373
chr5_10353,58,283
chr1_29839,130,271
chr5_14403,29,83
chr2_7915,146,238
chr8_5307,26,177
chr7_10443,76,402
chr1_28889,164,214
chr7_10530,40,96
chr3_5559,218,273
chr5_1918,34,370
chr3_9687,25,261
chr2_6336,101,234
chrz_4840,65,375
chr3_5552,76,349
chr2_13527,282,438
chr2_13449,71,164
chr5_11292,205,452
chr5_11293,237,335
chr1_19885,142,226
chr3_360,100,157
chr2_7927,102,400
chr2_13491,301,400
chr1_8658,53,254
chr4_2423,96,348
chr5_1698,179,246
chrz_8024,253,337
chr19_362,256,309
chrun_random_73,51,199
chr7_10603,114,405
chrz_6570,56,170
chr7_1412,169,226
chr4_7513,148,200
chr5_10841,80,267
chr1_28903,259,322
chr2_17101,87,137
chr5_1840,219,278
chr5_10135,70,308
chr3_3073,120,170
chr5_14682,145,212
chrz_6575,108,383
chr5_10854,84,309
chr6_3228,55,106
chr11_5062,355,413
chr3_24787,159,209
chr1_5365,234,314
chrz_7691,37,227
chr2_6737,136,186
chr1_15480,217,272
chr8_4014,73,142
chr7_6333,77,497
chr6_7241,84,262
chr3_17769,102,367
chr5_3418,380,432
chr3_19987,96,159
chr5_2947,93,221
chr6_9559,297,385
chr24_1019,35,125
chr5_14679,26,215
chr13_2821,28,135
chr2_23261,102,294
chr2_7958,172,277
chr5_10906,367,427
chr2_17666,298,350
chr5_10184,89,297
chr7_4670,183,233
chr5_10180,71,205
chr2_22041,277,337
chr8_4340,33,400
chr1_14899,150,200
chr1_22087,191,304
chr6_9632,119,202
chr5_10052,75,172
chr2_13064,381,506
chr2_17568,62,114
chrz_4819,402,465
chr5_3203,27,81
chrz_13094,77,181
chr5_3290,46,170
chr1_5213,197,325
chr1_12668,118,435
chr8_4260,229,284
chrz_3112,219,296
chr7_10520,92,163
chr5_11637,204,282
chr2_23507,184,293
chr6_8823,42,195
chr1_32446,67,125
chrz_1072,126,256
chrz_5495,282,386
chr2_29406,175,317
chr3_18703,140,289
chr3_5893,59,332
chr3_25095,67,238
chr7_1396,54,105
chrz_6362,172,246
chr2_24947,185,288
chr11_3186,139,189
chr6_4118,75,210
chr6_9024,71,144
chrz_8694,74,345
chr2_12867,88,140
chr5_12347,300,361
chr3_17211,54,120
chr7_3352,59,163
chr2_18926,105,306
chr6_9746,26,400
chr6_9803,164,221
chr2_23648,48,104
chr6_9806,293,352
chr6_9807,59,317
chr3_5601,164,228
chr2_8747,206,309
chrz_11569,50,242
chr3_14143,95,307
chr1_30577,202,432
chr6_6012,64,193
chr1_5492,36,203
chr4_7258,113,163
chr7_10353,93,260
chr2_11789,53,260
chr4_11155,305,446
chr3_6119,30,275
chr5_11339,165,274
chr7_11439,84,137
chr8_4947,80,399
chrz_14545,68,212
chr2_8786,103,233
chr23_16,191,242
chr6_9502,69,123
chrz_8179,208,260
chr3_7131,71,226
chr4_7557,35,85
chr2_24941,226,318
chr6_1350,229,285
chr4_9749,117,295
chr1_32308,89,142
chr1_32307,84,134
chr4_9746,194,313
chr7_11511,74,224
chr7_11510,72,123
chr1_32302,182,427
chr11_3508,204,256
chr2_7957,222,334
chr2_7954,68,132
chr4_8888,33,106
chr2_14216,33,83
chr1_24864,63,127
chr3_13404,31,327
chr5_10120,131,358
chrz_14348,122,208
chr9_1157,190,297
chr7_10793,148,205
chr4_6778,103,190
chr1_15118,33,203
chr3_9734,205,271
chr3_17860,118,430
chr8_8071,101,160
chrz_6110,179,294
chr2_18574,30,263
chr8_2614,118,317
chr6_3257,304,394
chr9_6328,200,277
chr3_17991,45,96
chr20_309,313,461
chr5_11146,78,282
chr2_7218,52,356
chr3_1282,181,634
chr9_6320,207,259
chr2_16467,124,174
chr3_9732,254,330
chr2_3605,84,231
chr2_2794,116,167
