INFO     | 2016-10-24 09:47:49,231 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2016-10-24 09:52:49,144 | analysis_m |    *** Analysing starting scheme ***
INFO     | 2016-10-24 09:52:49,240 | progress   |       Finished subset 1/1, 100.00 percent done
INFO     | 2016-10-24 09:52:49,255 | analysis_m |    Greedy algorithm finished after 1 steps
INFO     | 2016-10-24 09:52:49,255 | analysis_m |    Best scoring scheme is scheme start_scheme, with aicc score of 2480286.003
INFO     | 2016-10-24 09:52:49,269 | model_util |    Information on best scheme is here: ./analysis/best_scheme.txt
INFO     | 2016-10-24 09:52:49,270 | model_util |    
INFO     | 2016-10-24 09:52:49,270 | model_util |    
INFO     | 2016-10-24 09:52:49,270 | model_util |    *Citations for this analysis*
INFO     | 2016-10-24 09:52:49,270 | model_util |    -----------------------------
INFO     | 2016-10-24 09:52:49,270 | model_util |    
INFO     | 2016-10-24 09:52:49,270 | model_util |    If you use this analysis in your published work, please cite the following papers on which your analysis relied.
INFO     | 2016-10-24 09:52:49,270 | model_util |    
INFO     | 2016-10-24 09:52:49,270 | model_util |    For the version of PartitionFinder you used, please cite:
INFO     | 2016-10-24 09:52:49,271 | model_util |    Lanfear, R., Frandsen, P., Wright, A., Senfeldova, T., Calcott, B. (2016) Forthcoming. PartitionFinder 2: new methods for selecting partitioned models of evolution formolecular and morphological phylogenetic analyses. Submitted to MBE.
INFO     | 2016-10-24 09:52:49,271 | model_util |    
INFO     | 2016-10-24 09:52:49,271 | model_util |    For the greedy algorithm you used, please cite:
INFO     | 2016-10-24 09:52:49,271 | model_util |    Lanfear, R., Calcott, B., Ho, S. Y., & Guindon, S. (2012). PartitionFinder: combined selection of partitioning schemes and substitution models for phylogenetic analyses. Molecular biology and evolution, 29(6), 1695-1701.
INFO     | 2016-10-24 09:52:49,271 | model_util |    
INFO     | 2016-10-24 09:52:49,271 | model_util |    Your analysis also used RAxML, so please cite:
INFO     | 2016-10-24 09:52:49,271 | model_util |    Stamatakis, A. (2014). RAxML version 8: a tool for phylogenetic analysis and post-analysis of large phylogenies. Bioinformatics, 30(9), 1312-1313.
INFO     | 2016-10-24 09:52:49,271 | model_util |    
INFO     | 2016-10-24 09:52:49,274 | main       | Total processing time: 0:00:01 (h:m:s)
INFO     | 2016-10-24 09:52:49,274 | main       | Processing complete.
